リスト名,担当名,パスアポ,会社名,HP,HPリンク,説明,説明リンク,電話番号,代表者,リストランク,アポ獲得,アプローチ内容,見込み,アプローチ備考,次回アプローチ日,地域,業種,従業員数,リストアップ担当者,条件NG,リストアップ更新日,調査,行動履歴チェック,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,"SEAVAC,INC.",seavac.co.jp,seavac.co.jp,,"https://www.kenja.tv/president/detkwy4zb.html
社員は家族

SEAVAC株式会社 (pronounced as 'Shiibakku') enhances the lifespan of molds, tools, and parts through surface treatment, supporting Japan's manufacturing industry.",,,,,社長NG,,お金使わない,,兵庫県尼崎市,生産用／業務用機械器具,130,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社レボインターナショナル,revo-international.co.jp,revo-international.co.jp,,"REVO International Inc. pioneers biofuel production for a sustainable future, customizing fuel plants and utilizing Jatropha as an eco-friendly raw material.",,,,,受付NG,,新規NG,,京都府京都市,化学,68,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,KURIHARA,kurihara-corp.com,kurihara-corp.com,,KURIHARA CORPORATION is a company that has been providing hats for over 100 years. They believe that hats contribute to a more exciting and fulfilling life. Their mission is to create products that meet the needs of their customers and improve the qual...,,,,,担当NG,,自動音声4   06-6444-2361 新規NG,,Osaka,アパレル、衣服、ファッション,50,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,橋爪,,株式会社真誠,shinsei-ip.ne.jp,shinsei-ip.ne.jp,,"https://next.rikunabi.com/rnc/docs/cp_s01880.jsp?rqmt_id=105791571002&list_disp_no=104&leadtc=keyword_ichiran_cst_bakuten_cast_ttl

ごまを中心とした食品メーカー、株式会社真誠です。真誠は人間を幸せにする健康を商品に託し、販売を通じて、健康文化を世界に広げていきます。私たちは厳選した素材の力を活かし、毎日の暮らしに楽しく役立てる商品づくりを大切にしています。真誠のごま商品を使った簡単でおいしいレシピもご紹介しています。",0568-23-3311,とみた,C,,ナーチャリング,C,"3/23 予定不明
3/5 予定は不明
3/3 予定不明",,愛知県北名古屋市,食品／食料品製造,90,,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025/08,橋爪,,平安伸銅工業,heianshindo.co.jp,heianshindo.co.jp,,"https://hitogoto.jp/human/heianshindo/

平安伸銅工業｜さあ、暮らすがえ specializes in products like tension rods, Love Lico, and Drawer Line, offering innovative solutions for home organization and design. Their approach, known as 'Kurasugae,' focuses on easy and personalized changes in living spaces to ad...",06-6228-8986,たけうち,C,,追客,C,"3/23 受付が丁寧に広報に引き続きしてくれる。広報から折り返しとのことだが期待値はない
3/5 自動音声6,出ない
3/3 時間外",,大阪府大阪市,電気機械器具／電子部品・デバイス・機器製造,73,,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,庚伸物流株式会社,k-s-b.jp,k-s-b.jp,,"https://k-s-b.jp/information/965/

荷物だけでなく、お客様の気持ちを安心・安全にお届けするお仕事です。 仕事を通じて仲間と志や夢を共有し、前向きに業務に取り組み、仲間と協力することで自身の成長を実現しませんか？ 情熱を持って業務に取り組める方をお待ちしております。 お気軽にお問い合わせからご連絡ください。",,,,,追わない,,,,愛知県,貨物運送、配達、配送,90,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,税理士法人Bridge,bridge-tokyo.co,bridge-tokyo.co,,,,,,,受付NG,,くろだ代表　代表に確認してNG,,東京都港区,会計・経理,25,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社キーワードジャパン,keywordjapan.co.jp,keywordjapan.co.jp,,https://note.com/calm_ixora916/n/n3fd73dd31b64,,,,,受付NG,,,,東京都豊島区,コンピューターソフトウェア,175,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,橋爪,,ホルベイン工業株式会社,holbein.co.jp,holbein.co.jp,,https://www.holbein.co.jp/blog/topics/a885,,,,,不通リスト,,,,大阪府東大阪市,電気機械器具／電子部品・デバイス・機器製造,90,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,橋爪,,株式会社グリーンパックス,greenpacks-corp.com,greenpacks-corp.com,,"株式会社グリーンパックス – 創業以来、着実に培ったグローバルネットワークを生かし、プラスチック・包装資材、農水産事業から化粧品事業まで、さまざまなニーズにお応えします。 創業以来、着実に培ったグローバルネットワークを生かし、プラスチック・包装資材、農水産事業から化粧品事業まで、さまざまなニーズにお応えします。

https://keio-stc.com/ob/graduate4

https://prtimes.jp/main/html/rd/p/000000013.000028312.html",03-5396-8851,小林邦威,C,,ナーチャリング,C,"3/23 外出多い
3/5 予定は不明
3/3 予定不明",,東京都豊島区,生産用／業務用機械器具,127,,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,十全交通株式会社,jujen.co.jp,jujen.co.jp,,,,,,,追わない,,子会社化されてた,,東京都府中市,貨物運送、配達、配送,140,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社EISHIN,ei-shin.com,ei-shin.com,,"EISHIN Co., Ltd innovates and creates new value to contribute to society through unique services like CX cloud adoption and PET TECH, recently securing funding for 'Yoii Fuel' and actively recruiting for various positions.",,,,,不通リスト,,,,東京都品川区,人事・総務サービス,66,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,清水運輸グループ,shimizuunyu.com,shimizuunyu.com,,"https://www.shimizuunyu.com/archives/category/media

清水運輸グループ is a logistics company that provides optimal logistics services to meet the needs of cargo owners. They offer delivery services in the Kanto region, including Saitama, Tokyo, Kanagawa, and Chiba, and have a detailed network that connects the e...",,,,,追客,,基本いない,,埼玉県志木市,物流・サプライチェーン,75,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,渡邊倉庫運送株式会社,wsu-gr.co.jp,wsu-gr.co.jp,,"渡邊倉庫運送株式会社 is a company that specializes in transportation services. They are currently recruiting trailer drivers to operate tank lorries, sea containers, and large trucks with cranes. They welcome both experienced and inexperienced drivers, and empha...",,,,,追わない,,予定分からない,,東京都港区,運輸／陸運／鉄道,99,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社日東物流,nittobutsuryu.co.jp,nittobutsuryu.co.jp,,"https://shachomeikan.jp/article/2047

Nitto Butsuryu is a logistics company based in Chiba, Japan that specializes in the transportation of refrigerated and chilled food products to restaurants, supermarkets, and logistics centers in the Kanto region.",043-424-3466,菅原,,,追わない,,9/29に電話して広報を通して　菊池さまが対応してくれた,,千葉県四街道市,貨物運送、配達、配送,114,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社新和運輸,sinwaunyu.co.jp,sinwaunyu.co.jp,,"株式会社新和運輸 (Sinwa Unyu Co., Ltd.) is a transportation company based in Yamanashi, Japan. They specialize in offering transportation services, including driver recruitment, and also sell lashing belts on their official website.",,,,,追わない,,8/22 九時以降ならいる,,山梨県南アルプス市,貨物運送、配達、配送,37,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,有限会社石塚商事運輸,ishizuka-shouji.co.jp,ishizuka-shouji.co.jp,,https://www.business-plus.net/interview/2304/k7896.html,,,,,不通リスト,,,,神奈川県小田原市,,,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,和泉運輸株式会社,izumi-unyu.jp,izumi-unyu.jp,,観光バス、貸切バスなどのご案内は滋賀中央観光バスグループ東京遊覧観光バス株式会社にお任せ下さい。貸切バス事業者安全性評価認定制度の認定を受けておりますので、乗場や料金、ご予約・お問い合わせ方法など、初めての方でもご安心いただける情報を掲載しております。観光、旅行、合宿などにはぜひ当社のバスをご利用下さい。,,,,,追わない,,フィジカルケア→結構です,,東京都江東区,貨物運送、配達、配送,100,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,社会保険労務士事務所 オフィスきよみ,officekiyomi.jp,https://www.officekiyomi.jp/,,提携先候補,,,,,社長NG,,今対応中,,大阪府,人事・総務サービス,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,盈進自動車株式会社,eishin-group.co.jp,eishin-group.co.jp,,"盈進自動車株式会社は、""東京四社""大和自動車グループ加盟のタクシー会社です。東京・大田区で昭和19年創業以来、「えいしんさん」の名で地域の皆様に親しまれています。

https://www.eishin-group.co.jp/blog/",,,,,追わない,,受付めんどい,,東京都大田区,貨物運送、配達、配送,190,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株 式 会 社 フ ァ イ ゼ,faize.info,faize.info,,"https://www.business-plus.net/interview/2007/k5655.html

株式会社ファイゼ is a company based in Kanagawa and Tokyo that specializes in light cargo transportation. They have a network and track record in the industry and focus on providing quick and reliable delivery services. They aim to become a leading player in t...",,,,,追わない,,,,神奈川県川崎市,運輸／陸運／鉄道,,,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,置田運輸 株式会社,okita-unyu.com,okita-unyu.com,,"置田運輸 株式会社 is a transportation company based in Yokohama and Hiratsuka, Kanagawa Prefecture. They provide delivery services for general cargo and light cargo, including food and beverage, housing materials, and office supplies. They also offer warehouse...",045-719-9238,置田,,,追わない,,"10/2,横浜営業所に担当者",,神奈川県横浜市,運輸／陸運／鉄道,120,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,浜一運送株式会社,hama-1.com,hama-1.com,,,045-779-2250,村木,,,追わない,,10/2不在,,神奈川県横浜市,貨物運送、配達、配送,140,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,愛東運輸株式会社,aitoh-unyu.jp,aitoh-unyu.jp,,"愛東運輸株式会社 is a transportation company based in Kariya, Aichi Prefecture. They provide various transportation services, including truck transportation and storage services. They have a wide range of vehicles available to meet different transportation nee...",,,,,追わない,,予定分からない,,愛知県刈谷市,貨物運送、配達、配送,100,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,HILLTOP,hilltop21.co.jp,hilltop21.co.jp,,"HILLTOP株式会社 excels in rapid part production and medical device development, offering a wide range of custom metal fabrication services with ultra-short lead times. Their 24-hour unmanned facility focuses on meticulous craftsmanship and innovation.",,,,,受付NG,,社長にはつなげない,,京都府宇治市,生産用／業務用機械器具,126,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,君津運送,kimitu-unsou.com,kimitu-unsou.com,,https://www.business-plus.net/interview/2109/k6504.html,,,,,追わない,,フィジカルケア→結構です,,千葉県君津市,貨物運送、配達、配送,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社ゼロワン,e-zero1.co.jp,e-zero1.co.jp,,"株式会社ゼロワン (e-zero1.co.jp) is a creative company specializing in entertainment, with a focus on developing visual content for gaming machines and creating characters and games.",,,,,受付NG,,フィジカルケア→結構です,,東京都中央区,エンターテインメント、娯楽,75,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社東京キャリイサービス,t-carry.com,t-carry.com,,,,,,,追わない,,不通,,東京都八王子市,貨物運送、配達、配送,20,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,ランナープロデュース,runnerproduce.com,runnerproduce.com,,"https://shachomeikan.jp/industry_article/2093

大阪の運送業 ランナープロデュース株式会社は、関西を中心に関東まで一般貨物、軽貨物運送を行っております。信頼の輸送サービスと物流ソリューションの提案でお客様の業務をサポートいたします。",,,,,追わない,,9・1515以降いる,,大阪府岸和田市,運輸／陸運／鉄道,141,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,立川観光自動車株式会社,tachikan-cab.co.jp,tachikan-cab.co.jp,,,,,,,追わない,,出社しない,,東京都立川市,貨物運送、配達、配送,145,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社ミッドバードトランス,mid-bird.co.jp,mid-bird.co.jp,,,,,,,追わない,,材料なし,,東京都江東区,貨物運送、配達、配送,71,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,三倭観光株式会社,mitsuwa-kanko.co.jp,mitsuwa-kanko.co.jp,,,,,,,追わない,,予定分からない,,埼玉県さいたま市,貨物運送、配達、配送,40,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社オーエス企画,os-kikaku.jp,os-kikaku.jp,,オーエス企画 is a 2t truck cargo transportation company specializing in office relocation and office moving in Saitama and Koshigaya. We are the ideal office relocation transportation company for customers who want to minimize unnecessary expenses for office...,048-972-6758,尾川、取材は所長のナガノさん,,,追わない,,予定分からない　9/26不在,,埼玉県越谷市,運輸／陸運／鉄道,11,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,島津ロジスティクスサービス株式会社,shimadzu.co.jp,shimadzu.co.jp,,[SHIMADZU] 島津製作所 株式会社島津製作所のWebサイトです。製品情報、企業情報、IR情報、環境・社会活動、採用情報、サービス・サポート情報等をご覧いただけます。 「科学技術で社会に貢献する」島津製作所のコーポレート・コミュニケーション部です。生活の中で、ほとんど見かけることのない当社の製品ですが、皆さんの「健康」や「当たり前の日常」を支えています。 JavaScriptが無効です。当サイトでは、JavaScriptを使用しています。ご覧になる際は、ブラウザ設定でJavaScriptを有効...,,,,,受付NG,,フィジカルケア→結構です,,京都市中京区,バイオテクノロジー,196,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,橋爪,,栄光通信株式会社,srv.jp,srv.jp,,https://www.business-plus.net/interview/1706/k3372.html,045-489-6191,吉村修一,C,,追客,C,"3/5 新幹線にいる、と切られた
3/3 予定不明",,神奈川県横浜市,情報通信、電話,7,,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,大橋運輸株式会社,0084.co.jp,0084.co.jp,,"https://kenkoukeiei-media.com/articles/ohashi

Ohashi is a transportation company based in Seto City, Aichi Prefecture. With over 70 years of history, Ohashi provides transportation services for both corporate and individual clients. In addition to corporate transportation, they also offer personal...",,,,,追わない,,8/22、9/26不在,,愛知県瀬戸市,運輸／陸運／鉄道,99,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,鶴山運送株式会社,kakuzanunso.com,kakuzanunso.com,,"【物流ニッポン】
https://logistics.jp/pickup/2019/03/22/8664/",,,,,追わない,,9・15以降　午前中がいい　津山物流センター（0868-32-9897）,,岡山県津山市,運輸／陸運／鉄道,68,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,ユニオン株式会社,uniontaxi000.wixsite.com,https://uniontaxi000.wixsite.com/union,,"https://www.pref.kyoto.jp/wlbsuisin/corp/detail.html?RequestNo=2718&mode=preview

https://www.instagram.com/uniontaxi333/",,,,,追わない,,予定分からない,,京都市南区,貨物運送、配達、配送,90,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社ヨロズ物流,yorozubutsuryu.com,yorozubutsuryu.com,,"https://www.bci.co.jp/nichiryu/article/9642

https://www.atpress.ne.jp/news/302984",,,,,受付NG,,,,大阪府富田林市,物流・サプライチェーン,66,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社ビ・トータス,b-t-s.jp,b-t-s.jp,,,,,,,追わない,,,,東京都板橋区,貨物運送、配達、配送,40,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,アトム・ロジスティックス株式会社,atom-logi.co.jp,atom-logi.co.jp,,"https://shachomeikan.jp/industry_article/2533

Atom Logistics Co., Ltd. is a group of experts who specialize in providing comprehensive logistics services from packaging to transportation and local delivery, allowing customers to entrust all aspects of import and export. With a large packaging faci...",,,,,受付NG,,お問い合わせページから,,大阪府大阪市,物流・サプライチェーン,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,オフィス・ライトハウス,o-lighthouse.com,o-lighthouse.com,,https://www.j-smeca.jp/attach/article/article_2018_07_22-26.pdf,,,,,不通リスト,,,,東京都大田区,経営コンサルティング,,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,miepita.com,miepita.com,miepita.com,,,,,,,受付NG,,興味ない,,三重県鈴鹿市,人事・総務サービス,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,NKT株式会社,nkt-saitama.com,nkt-saitama.com,,,,,,,追わない,,独自に取り組んでいる,,埼玉県川口市,貨物運送、配達、配送,14,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,神奈中観光株式会社,kanachu-kanko.co.jp,kanachu-kanko.co.jp,,https://portal.untenshashokuba.go.jp/search/UABF00020.aspx?id=22LD0093-000,,,,,追わない,,HPリーチできない,,東京都町田市,貨物運送、配達、配送,155,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,Officeうりずん,officeurizun.com,officeurizun.com,,"提携先

Officeうりずん in Kawasaki offers expert assistance with employment adjustment subsidies and social insurance services. Contact them for all your labor consulting needs.",,,,,受付NG,,必要ない,,神奈川県川崎市,人事・総務サービス,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社タムラ,tamura-logi.co.jp,tamura-logi.co.jp,,神奈川県の運送会社『株式会社タムラ』は、1966年創業の誠実な運送会社で、商品に想いを乗せて安全な配達を提供しています。,,,,,追わない,,ほとんど外出,,神奈川県厚木市,運輸／陸運／鉄道,60,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,東宝タクシー株式会社,toho-taxi.jp,toho-taxi.jp,,"https://www.koretsuru263.com/dekigoto/4498/

https://www.business-plus.net/interview/1610/k3030.html",,,,,追わない,,,,神奈川県横浜市,運輸／陸運／鉄道,149,,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社岸貝物流,kishikaibutsuryu.com,kishikaibutsuryu.com,,"株式会社岸貝物流 specializes in safe transportation of heavy and light temporary construction materials, prioritizing customer needs and environmental responsibility.",,,,,追わない,,予定分からない,,京都府綴喜郡,運輸／陸運／鉄道,66,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社プロテックホールディングス,ex-protec.co.jp,ex-protec.co.jp,,"Protec Holdings Co., Ltd. is a Japanese company that provides driver dispatch services, as well as consulting services for self-owned car management, business startup and management, and personnel development and recruitment.",,,,,追わない,,17時で営業時間外,,茨城県水戸市,貨物運送、配達、配送,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,松本産業輸送株式会社,matsumoto-sangyoyuso.co.jp,matsumoto-sangyoyuso.co.jp,,"松本産業輸送株式会社 is a company that specializes in various transportation services, including automotive parts, daily necessities, building materials, beverages, and food. They are based in Yokohama, Kanagawa. The company has obtained a '1-star' certification...",,,,,追わない,,結構です,,神奈川県横浜市,貨物運送、配達、配送,111,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,共立ラインサービス株式会社,kyoritsu-ls.jp,kyoritsu-ls.jp,,https://www.instagram.com/kls.piano_transport/,,,,,追わない,,,,東京都立川市,運輸／陸運／鉄道,80,,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,日本城タクシー株式会社,nihonjotaxi.com,nihonjotaxi.com,,https://www.kenja.tv/president/detkbd4zb.html,,,,,追わない,,いないこと多い,,大阪府大阪市住之江区,運輸／陸運／鉄道,146,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社リュウオー,ryuoh.co.jp,ryuoh.co.jp,,https://www.ryuoh.co.jp/president/,04-2955-2255,新井,,,追わない,,１０．２,,埼玉県狭山市,運輸／陸運／鉄道,66,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社ワンスレッド,one-thread.jp,one-thread.jp,,"https://www.kipc.or.jp/blog/keieishien-8-2/

https://www.papakoso.jp/post/20230424-1",,,,,不通リスト,,,,神奈川県横浜市,アパレル、衣服、ファッション,,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,堀内運送株式会社,horiuchiunso.co.jp,horiuchiunso.co.jp,,堀内運送株式会社 (horiuchiunso.co.jp) is a company that specializes in nationwide exhibition logistics and interior transportation. They have a strong track record in exhibition logistics and provide safe and reliable transportation and storage services for hi...,,,,,追わない,,午前の方がいる,,大阪府大阪市,運輸／陸運／鉄道,179,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,圭徳運送株式会社,keitoku-transport.com,keitoku-transport.com,,"株式会社 多摩中日運輸 is a company that provides general cargo transportation services to meet the diverse logistics needs of customers. They have been committed to providing friendly, polite, and prompt transportation services in the field of general cargo tran...",,,,,追わない,,もうやっている,,東京都江戸川区,運輸／陸運／鉄道,20,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,エミタスタクシー東京株式会社,emitastaxi-tokyo.jp,emitastaxi-tokyo.jp,,"エミタスタクシー東京 is a taxi company based in Katsushika-ku, Tokyo that offers fixed-price taxi services and is currently hiring taxi drivers.",,,,,追わない,,,,東京都葛飾区,運輸／陸運／鉄道,120,,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,葛西物流株式会社,kasaibutsuryu.co.jp,kasaibutsuryu.co.jp,,,,,,,追わない,,,,東京都江戸川区,貨物運送、配達、配送,60,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,千代田運輸株式会社,chiyodaunyu.com,chiyodaunyu.com,,,,,,,追わない,,,,東京都日野市,貨物運送、配達、配送,179,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社 彦新,hikoshin.com,hikoshin.com,,"株式会社彦新は、鹿島アントラーズFCのビジネスクラブに加盟しました。
ビジネスクラブでは、地域に対する想いを共有し、地域貢献・社会貢献を目的とした活動に取り組んでいます。
サポーターのみなさんと勝利のために全力でサポートしていきたいと思います。",,,,,追わない,,,,東京都江戸川区,運輸／陸運／鉄道,41,,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,サイショウ・エクスプレス,saishoex.com,saishoex.com,,"【健康経営の広場】
https://kenkoukeiei-media.com/articles/saisyouexpress",03-3521-6745,,,,追わない,,社長お気に召さない。,,東京都江東区,貨物運送、配達、配送,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社岡本運輸,okamoto-transport.com,okamoto-transport.com,,,,,,,追わない,,出ず,,大阪府茨木市,貨物運送、配達、配送,45,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,東京遊覧観光バス株式会社,tokyoyuran-bus.com,tokyoyuran-bus.com,,https://www.business-plus.net/interview/1503/776804.shtml,,,,,追わない,,9/9 間に合っている,,東京都江戸川区,貨物運送、配達、配送,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社 岡田商運本社,okasyo.jp,okasyo.jp,,"https://www.okasyo.jp/2024/03/18/%E3%80%90%E3%83%A1%E3%83%87%E3%82%A3%E3%82%A2%E6%83%85%E5%A0%B1%E3%80%91%E7%A4%BE%E9%95%B7%E5%85%83%E6%B0%97%E3%81%84%E3%81%9F%E3%81%A0%E3%81%8D%E3%81%BE%E3%81%99%EF%BC%81youtube%E6%8E%B2%E8%BC%89/

株式会社岡田商運 is a transportation and logistics company based in Okayama. They specialize in a wide range of transportation services, from large-scale to small-scale, and offer logistics solutions including charter flights and warehousing facilities. With a...",,,,,追わない,,９・９断っている,,岡山県岡山市,貨物運送、配達、配送,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,国勝運送株式会社,kunikatsu.co.jp,kunikatsu.co.jp,,,,,,,追わない,,,,石川県金沢市,貨物運送、配達、配送,110,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,社会保険労務士法人　NKオフィス,nk-office.co,nk-office.co,,提携の連絡,,,,,社長NG,,不信,,北海道札幌市,人事・総務サービス,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,新宮運送,shingu.co.jp,shingu.co.jp,,"https://shachomeikan.jp/industry_article/2114

株式会社新宮運送 is a Japanese transportation company that provides logistics services in Hyogo prefecture and has branches in Himeji and Nagoya. The company values humanism and aims to provide courteous, reliable, and prompt logistics services to meet all log...",,,,,追わない,,1700打ち合わせ,,兵庫県たつの市,運輸／陸運／鉄道,81,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社エコトラック,ecotruck.co.jp,ecotruck.co.jp,,"https://shachomeikan.jp/industry_article/2090

エコトラック is a company based in Kadoma City, Osaka Prefecture, Japan. They provide delivery services for major electronics manufacturers and food companies. They exclusively use low-emission vehicles (natural gas vehicles and hybrid vehicles) as delivery ...",,,,,追わない,,,,大阪府門真市,貨物運送、配達、配送,95,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社　あかうみ,akaumi.co.jp,akaumi.co.jp,,,,,,,追わない,,,,千葉県成田市,貨物運送、配達、配送,145,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,八大株式会社,hachidai.co.jp,hachidai.co.jp,,"八大株式会社 is a logistics company based in Tokyo, Japan. We specialize in providing logistics services for food, chilled products, general goods, and warehousing operations in the Greater Tokyo Area. Our focus is on promoting 'Logistics DX' and 'Workstyle ...",,,,,追わない,,中年男性からNG,,東京都中央区,運輸／陸運／鉄道,68,,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社斉藤商事,saito-shouji.co.jp,saito-shouji.co.jp,,東京で運送の求人なら株式会社斉藤商事 | 正社員として積極的に活躍 株式会社斎藤商事では、学歴不問で未経験の方も積極的にご活躍いただける運送ドライバーの求人を東京で行っております。毎日決まったルートで配送いただくため、一度慣れてしまえば、安心して業務を行っていただける環境です。入社祝い金もご用意して、新たな正社員スタッフをお待ちしております。 社員一人ひとりが気楽に働ける環境 お知らせ 2023/12/22 埼玉営業所　篠端所長　永年勤続表彰式 2023/12/08 東京営業所　永年勤続者・連続無事...,,,,,追わない,,不要,,埼玉県所沢市,貨物運送、配達、配送,185,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,株式会社エムアンドワイ,m-and-y.jp,m-and-y.jp,,https://mikke.g-search.or.jp/QNBP_NB/2000/20000221/QNBP53755.html,,,,,追わない,,,,東京都府中市,運輸／陸運／鉄道,66,,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,横浜振興株式会社,y-shinko.co.jp,y-shinko.co.jp,,"Kensin Inc. focuses on selling and building new single-family homes in Kanagawa Prefecture, including Yokohama and Shonan regions.",,,,,受付NG,,,,神奈川県横浜市,商業不動産,75,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025/08,,,関根エンタープライズグループ,sep1996.co.jp,sep1996.co.jp,,"関根エンタープライズグループ is a comprehensive logistics company that aims to achieve the highest customer satisfaction in Japan. They provide a wide range of transportation services, including mainline transportation, building material transportation, and small lo...

https://shachomeikan.jp/industry_article/2548",,,,,追わない,,,,Saitama Prefecture,貨物運送、配達、配送,,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
